adsh	cik	name	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	fye	pdate	effdate	form	filed	accepted	instance	nciks	aciks
0001104659-23-058341	1074486	SEPARATE ACCOUNT A OF PACIFIC LIFE & ANNUITY CO	US	CA	NEWPORT BEACH	92660	700 NEWPORT CTR DR		7146403326							US	CA	000000000	SEPARATE ACCOUNT A OF PM GROUP LIFE INSURANCE CO	19981201	1231			497	20230510	2023-05-10 15:13:00.0	tm2315156d24_497_htm.xml	1	
0001104659-23-058347	832908	PACIFIC SELECT EXEC SEPARATE ACCT PACIFIC LIFE INS	US	CA	NEWPORT BEACH	92658-7500	PO BOX 7500		7146403743	US	CA	NEWPORT BEACH	92658-7500	PO BOX 7500		US	CA	000000000			1231			497	20230510	2023-05-10 15:15:00.0	tm2315183d17_497_htm.xml	1	
0001104659-23-058352	832908	PACIFIC SELECT EXEC SEPARATE ACCT PACIFIC LIFE INS	US	CA	NEWPORT BEACH	92658-7500	PO BOX 7500		7146403743	US	CA	NEWPORT BEACH	92658-7500	PO BOX 7500		US	CA	000000000			1231			497	20230510	2023-05-10 15:16:00.0	tm2315183d18_497_htm.xml	1	
0001104659-23-058357	832908	PACIFIC SELECT EXEC SEPARATE ACCT PACIFIC LIFE INS	US	CA	NEWPORT BEACH	92658-7500	PO BOX 7500		7146403743	US	CA	NEWPORT BEACH	92658-7500	PO BOX 7500		US	CA	000000000			1231			497	20230510	2023-05-10 15:18:00.0	tm2315183d19_497_htm.xml	1	
0001104659-23-058363	832908	PACIFIC SELECT EXEC SEPARATE ACCT PACIFIC LIFE INS	US	CA	NEWPORT BEACH	92658-7500	PO BOX 7500		7146403743	US	CA	NEWPORT BEACH	92658-7500	PO BOX 7500		US	CA	000000000			1231			497	20230510	2023-05-10 15:19:00.0	tm2315183d20_497_htm.xml	1	
0001104659-23-058369	832908	PACIFIC SELECT EXEC SEPARATE ACCT PACIFIC LIFE INS	US	CA	NEWPORT BEACH	92658-7500	PO BOX 7500		7146403743	US	CA	NEWPORT BEACH	92658-7500	PO BOX 7500		US	CA	000000000			1231			497	20230510	2023-05-10 15:21:00.0	tm2315183d20_497_htm.xml	1	
0001104659-23-058374	832908	PACIFIC SELECT EXEC SEPARATE ACCT PACIFIC LIFE INS	US	CA	NEWPORT BEACH	92658-7500	PO BOX 7500		7146403743	US	CA	NEWPORT BEACH	92658-7500	PO BOX 7500		US	CA	000000000			1231			497	20230510	2023-05-10 15:23:00.0	tm2315183d20_497_htm.xml	1	
0001104659-23-060807	772129	GMO TRUST	US	MA	BOSTON	02109	53 STATE STREET	FLOOR 33	6173467646	US	MA	BOSTON	02109	53 STATE STREET	FLOOR 33	US	MA	000000000	GMO CORE TRUST	19900927	0831	20220630	20230508	497	20230515	2023-05-15 16:20:00.0	tm2314859-1_497_htm.xml	1	
0001104659-23-061759	832908	PACIFIC SELECT EXEC SEPARATE ACCT PACIFIC LIFE INS	US	CA	NEWPORT BEACH	92658-7500	PO BOX 7500		7146403743	US	CA	NEWPORT BEACH	92658-7500	PO BOX 7500		US	CA	000000000			1231			497	20230517	2023-05-17 13:33:00.0	tm2315947d2_497_htm.xml	1	
0001104659-23-063043	1074486	SEPARATE ACCOUNT A OF PACIFIC LIFE & ANNUITY CO	US	CA	NEWPORT BEACH	92660	700 NEWPORT CTR DR		7146403326							US	CA	000000000	SEPARATE ACCOUNT A OF PM GROUP LIFE INSURANCE CO	19981201	1231			497	20230522	2023-05-22 13:11:00.0	tm2316373d2_497_htm.xml	1	
0001104659-23-063643	896435	AIM VARIABLE INSURANCE FUNDS (INVESCO VARIABLE INSURANCE FUNDS)	US	TX	HOUSTON	77046	11 GREENWAY PLAZA	SUITE 1000	7136261919	US	TX	HOUSTON	77046	11 GREENWAY PLAZA	SUITE 1000	US	DE	000000000	AIM VARIABLE INSURANCE FUNDS	20000719	1231	20230428	20230523	497	20230523	2023-05-23 16:44:00.0	tm2316477d1_497_htm.xml	1	
0001104659-23-064536	948923	PROTECTIVE VARIABLE LIFE SEPARATE ACCOUNT	US	AL	BIRMINGHAM	35223	2801	2801 HIGHWAY 280 SOUTH	2058683586	US	AL	BIRMINGHAM	35223	2801 HIGHWAY 280 SOUTH				630169720			1231			497	20230525	2023-05-25 13:19:00.0	tm2310550d9_497_htm.xml	1	
0001104659-23-064767	701939	SEI DAILY INCOME TRUST /MA/	US	MA	BOSTON	02109	2 OLIVER ST		8003425734	US	PA	OAKS	19456	ONE FREEDOM VALLEY DRIVE		US	MA	236756825	SEI CASH & PLUS TRUST	19920703	0131	20230531	20230531	485BPOS	20230525	2023-05-25 17:28:00.0	tm2310361d1_485bpos_htm.xml	1	
0001104659-23-065236	935823	SEPARATE ACCOUNT A OF PACIFIC LIFE INSURANCE CO	US	CA	NEWPORT BEACH	92658-7500	P O BOX 7500		7146403743	US	CA	NEWPORT BEACH	92658-7500	P O BOX 7500				000000000	SEPARATE ACCOUNT A OF PACIFIC MUTUAL LIFE INS CO	19950119	1231			497	20230526	2023-05-26 10:25:00.0	tm2316944-2_497_htm.xml	1	
0001104659-23-065244	1074486	SEPARATE ACCOUNT A OF PACIFIC LIFE & ANNUITY CO	US	CA	NEWPORT BEACH	92660	700 NEWPORT CTR DR		7146403326							US	CA	000000000	SEPARATE ACCOUNT A OF PM GROUP LIFE INSURANCE CO	19981201	1231			497	20230526	2023-05-26 10:29:00.0	ck0001074486-20230526_htm.xml	1	
0001104659-23-065758	225604	MFS SERIES TRUST III	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE	21ST FLOOOR	18006372929	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE	21ST FLOOOR	US	MA	046414785	MFS SERIES TRUST III /MA	19940411	0131	20230531	20230531	485BPOS	20230530	2023-05-30 11:04:00.0	tm2314330d1_485bpos_htm.xml	1	
0001104659-23-066070	1048606	LINCOLN LIFE VARIABLE ANNUITY ACCOUNT N	US	IN	FORT WAYNE	46801	1300 S CLINTON ST	PO BOX 1110	2604552000	US	IN	FORT WAYNE	46801	PO BOX 1110		US	IN	350472300			1231			485BPOS	20230530	2023-05-30 16:30:00.0	tm2315429d1_485bpos_htm.xml	1	
0001104659-23-066148	1093278	LINCOLN NEW YORK ACCOUNT N FOR VARIABLE ANNUITIES	US	NY	SYRACUSE	13202-2808	100 MADISON STREET	STE 1860	3154288420	US	NY	SYRACUSE	13202-2808	100 MADISON STREET	SUITE 1860	US	NY	161505436			1231			485BPOS	20230530	2023-05-30 17:09:00.0	tm2315990d1_485bpos_htm.xml	1	
0001104659-23-066365	856341	AUL AMERICAN UNIT TRUST	US	IN	INDIANAPOLIS	46206-6148	PO BOX 6148		317-285-1213	US	IN	INDIANAPOLIS	46206-6148	PO BOX 6148				000000000			1231			497	20230531	2023-05-31 09:31:00.0	tm2316943d1_497_htm.xml	1	
0001104659-23-066577	1676326	MORGAN STANLEY ETF TRUST	US	NY	NEW YORK	10036	522 FIFTH AVENUE		212.296.1404	US	NY	NEW YORK	10036	522 FIFTH AVENUE		US	DE	000000000			0930	20230124	20230531	497	20230531	2023-05-31 15:38:00.0	tm2317071d6_497_htm.xml	1	
0001104659-23-066969	1821985	PROTECTIVE COLI VUL	US	AL	BIRMINGHAM	35223	2801 HIGHWAY 280 SOUTH		205-268-3109	US	AL	BIRMINGHAM	35223	2801 HIGHWAY 280 SOUTH				000000000						497	20230601	2023-06-01 14:04:00.0	tm2310545d9_497_htm.xml	1	
0001104659-23-066974	1826404	PROTECTIVE NY COLI VUL	US	AL	BIRMINGHAM	35223	2801 HIGHWAY 280 S		205-268-3109	US	AL	BIRMINGHAM	35223	2801 HIGHWAY 280 S				000000000						497	20230601	2023-06-01 14:07:00.0	tm2310547d5_497_htm.xml	1	
0001104659-23-067680	832545	LAUDUS TRUST	US	CA	SAN FRANCISCO	94105	211 MAIN STREET		1-415-667-7000	US	CA	SAN FRANCISCO	94105	211 MAIN STREET		US	MA	680163788	BARR ROSENBERG SERIES TRUST	19961003	0331	20230605	20230605	485BPOS	20230605	2023-06-02 18:43:00.0	tm2317101d2_485bpos_htm.xml	1	
0001104659-23-068549	1657201	INVESCO EXCHANGE-TRADED SELF-INDEXED FUND TRUST	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	US	DE	000000000	POWERSHARES EXCHANGE-TRADED SELF-INDEXED FUND TRUST	20151030	1031	20221216	20230606	497	20230606	2023-06-06 16:35:00.0	tm2317580d1_497_htm.xml	1	
0001104659-23-069202	1048606	LINCOLN LIFE VARIABLE ANNUITY ACCOUNT N	US	IN	FORT WAYNE	46801	1300 S CLINTON ST	PO BOX 1110	2604552000	US	IN	FORT WAYNE	46801	PO BOX 1110		US	IN	350472300			1231			497	20230608	2023-06-08 09:42:00.0	tm2317856d1_497_htm.xml	1	
0001104659-23-069203	847552	LINCOLN NATIONAL VARIABLE ANNUITY ACCOUNT H	US	IN	FORT WAYNE	46802	1300 S CLINTON ST	PO BOX 1110	2604552000	US	IN	FORT WAYNE	46802	P O BOX 1110		US	IN	350472300			1231			497	20230608	2023-06-08 09:44:00.0	tm2317855d1_497_htm.xml	1	
0001104659-23-071482	880859	AIM INTERNATIONAL MUTUAL FUNDS (INVESCO INTERNATIONAL MUTUAL FUNDS)	US	TX	HOUSTON	77046	11 GREENWAY PLAZA	SUITE 1000	7136261919	US	TX	HOUSTON	77046	11 GREENWAY PLAZA	SUITE 1000	US	DE	760352823	AIM INTERNATIONAL MUTUAL FUNDS	20031126	1031	20230228	20230615	497	20230615	2023-06-15 11:22:00.0	tm2318524d1_497_htm.xml	1	
0001104659-23-071935	836487	MORGAN STANLEY INSTITUTIONAL FUND INC	US	NY	NEW YORK	10036	522 FIFTH AVENUE		800-548-7786	US	NY	NEW YORK	10036	522 FIFTH AVENUE		US	MD	000000000	MORGAN STANLEY DEAN WITTER INSTITUTIONAL FUND INC	19990329	1231	20230428	20230616	497	20230616	2023-06-16 09:11:00.0	tm2318456-1_497_htm.xml	1	
0001104659-23-071967	741375	MORGAN STANLEY INSTITUTIONAL FUND TRUST	US	NY	NEW YORK	10036	522 FIFTH AVENUE		800-548-7786	US	NY	NEW YORK	10036	522 FIFTH AVENUE		US	PA	000000000	MAS FUNDS /MA/	19960724	0930	20230127	20230616	497	20230616	2023-06-16 09:27:00.0	tm2318456d15_497_htm.xml	1	
0001104659-23-072165	1413594	ABRDN FUNDS	US	PA	PHILADELPHIA	19103	1900 MARKET STREET	SUITE 200	215-405-5700	US	PA	PHILADELPHIA	19103	1900 MARKET STREET	SUITE 200	US	DE	000000000	ABERDEEN FUNDS	20070926	1031	20230228	20230616	497	20230616	2023-06-16 15:09:00.0	tm2318907d2_497_htm.xml	1	
0001104659-23-072171	1413594	ABRDN FUNDS	US	PA	PHILADELPHIA	19103	1900 MARKET STREET	SUITE 200	215-405-5700	US	PA	PHILADELPHIA	19103	1900 MARKET STREET	SUITE 200	US	DE	000000000	ABERDEEN FUNDS	20070926	1031	20230228	20230616	497	20230616	2023-06-16 15:14:00.0	tm2318907d5_497_htm.xml	1	
0001104659-23-072351	804239	SEI INSTITUTIONAL MANAGED TRUST	US	MA	BOSTON	02109	2 OLIVER ST		8003455734	US	PA	OAKS	19456	SEI INVESTMENTS	1 FREEDOM VALLEY DRIVE	US	MA	000000000	TRUSTFUNDS INSTITUTIONAL MANAGED TRUST	19890509	0930	20230616	20230616	485BPOS	20230616	2023-06-16 17:24:00.0	tm2314521d1_485bpos_htm.xml	1	
0001104659-23-073168	1065698	MFS VARIABLE INSURANCE TRUST III	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE		617-954-5000	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE				000000000	SUN CAPITAL ADVISERS TRUST	19980709	1231	20230428	20230621	497	20230621	2023-06-21 08:39:00.0	tm2318633d30_497_htm.xml	1	
0001104659-23-073169	783740	MFS SERIES TRUST X	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE	21ST FLOOR	18006372929	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE	21ST FLOOR	US	MA	000000000	MFS GOVERNMENT MORTGAGE FUND	19930408	1130	20220928	20230621	497	20230621	2023-06-21 08:40:00.0	tm2318633d1_497_htm.xml	1	
0001104659-23-073172	783740	MFS SERIES TRUST X	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE	21ST FLOOR	18006372929	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE	21ST FLOOR	US	MA	000000000	MFS GOVERNMENT MORTGAGE FUND	19930408	1130	20220928	20230621	497	20230621	2023-06-21 08:44:00.0	tm2318633d3_497_htm.xml	1	
0001104659-23-073173	1065698	MFS VARIABLE INSURANCE TRUST III	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE		617-954-5000	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE				000000000	SUN CAPITAL ADVISERS TRUST	19980709	1231	20230428	20230621	497	20230621	2023-06-21 08:44:00.0	tm2318633d28_497_htm.xml	1	
0001104659-23-073174	783740	MFS SERIES TRUST X	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE	21ST FLOOR	18006372929	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE	21ST FLOOR	US	MA	000000000	MFS GOVERNMENT MORTGAGE FUND	19930408	1130	20220928	20230621	497	20230621	2023-06-21 08:45:00.0	tm2318633d5_497_htm.xml	1	
0001104659-23-073177	1330967	MFS SERIES TRUST XII	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE		617-954-5000	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE		US	MA	000000000	MFS SERIES TRUST XII	20050622	0430	20220826	20230621	497	20230621	2023-06-21 08:46:00.0	tm2318633d7_497_htm.xml	1	
0001104659-23-073181	783740	MFS SERIES TRUST X	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE	21ST FLOOR	18006372929	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE	21ST FLOOR	US	MA	000000000	MFS GOVERNMENT MORTGAGE FUND	19930408	1130	20220928	20230621	497	20230621	2023-06-21 08:47:00.0	tm2318633d9_497_htm.xml	1	
0001104659-23-073185	1330967	MFS SERIES TRUST XII	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE		617-954-5000	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE		US	MA	000000000	MFS SERIES TRUST XII	20050622	0430	20220826	20230621	497	20230621	2023-06-21 08:48:00.0	tm2318633d11_497_htm.xml	1	
0001104659-23-073187	1330967	MFS SERIES TRUST XII	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE		617-954-5000	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE		US	MA	000000000	MFS SERIES TRUST XII	20050622	0430	20220826	20230621	497	20230621	2023-06-21 08:49:00.0	tm2318633d26_497_htm.xml	1	
0001104659-23-073188	1065698	MFS VARIABLE INSURANCE TRUST III	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE		617-954-5000	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE				000000000	SUN CAPITAL ADVISERS TRUST	19980709	1231	20230428	20230621	497	20230621	2023-06-21 08:49:00.0	tm2318633d15_497_htm.xml	1	
0001104659-23-073190	1330967	MFS SERIES TRUST XII	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE		617-954-5000	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE		US	MA	000000000	MFS SERIES TRUST XII	20050622	0430	20220826	20230621	497	20230621	2023-06-21 08:50:00.0	tm2318633d13_497_htm.xml	1	
0001104659-23-073191	1330967	MFS SERIES TRUST XII	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE		617-954-5000	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE		US	MA	000000000	MFS SERIES TRUST XII	20050622	0430	20220826	20230621	497	20230621	2023-06-21 08:51:00.0	tm2318633d17_497_htm.xml	1	
0001104659-23-073194	1330967	MFS SERIES TRUST XII	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE		617-954-5000	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE		US	MA	000000000	MFS SERIES TRUST XII	20050622	0430	20220826	20230621	497	20230621	2023-06-21 08:52:00.0	tm2318633d19_497_htm.xml	1	
0001104659-23-073200	1330967	MFS SERIES TRUST XII	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE		617-954-5000	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE		US	MA	000000000	MFS SERIES TRUST XII	20050622	0430	20220826	20230621	497	20230621	2023-06-21 08:55:00.0	tm2318633d21_497_htm.xml	1	
0001104659-23-073252	832908	PACIFIC SELECT EXEC SEPARATE ACCT PACIFIC LIFE INS	US	CA	NEWPORT BEACH	92658-7500	PO BOX 7500		7146403743	US	CA	NEWPORT BEACH	92658-7500	PO BOX 7500		US	CA	000000000			1231			497	20230621	2023-06-21 12:22:00.0	tm2316936d4_497_htm.xml	1	
0001104659-23-073841	1209466	INVESCO EXCHANGE-TRADED FUND TRUST	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	US	MA	000000000	POWERSHARES EXCHANGE TRADED FUND TRUST	20021210	0430	20220826	20230622	497	20230622	2023-06-22 17:24:00.0	tm2319039d1_497_htm.xml	1	
0001104659-23-073842	1209466	INVESCO EXCHANGE-TRADED FUND TRUST	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	US	MA	000000000	POWERSHARES EXCHANGE TRADED FUND TRUST	20021210	0430	20220826	20230622	497	20230622	2023-06-22 17:24:00.0	tm2319039d7_497_htm.xml	1	
0001104659-23-073843	1378872	INVESCO EXCHANGE-TRADED FUND TRUST II	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700			000000000	POWERSHARES EXCHANGE-TRADED FUND TRUST II	20070919	1031	20221216	20230622	497	20230622	2023-06-22 17:24:00.0	tm2319039d13_497_htm.xml	1	
0001104659-23-073844	1209466	INVESCO EXCHANGE-TRADED FUND TRUST	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	US	MA	000000000	POWERSHARES EXCHANGE TRADED FUND TRUST	20021210	0430	20220826	20230622	497	20230622	2023-06-22 17:25:00.0	tm2319039d3_497_htm.xml	1	
0001104659-23-073845	1209466	INVESCO EXCHANGE-TRADED FUND TRUST	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	US	MA	000000000	POWERSHARES EXCHANGE TRADED FUND TRUST	20021210	0430	20220826	20230622	497	20230622	2023-06-22 17:25:00.0	tm2319039d9_497_htm.xml	1	
0001104659-23-073846	1209466	INVESCO EXCHANGE-TRADED FUND TRUST	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	US	MA	000000000	POWERSHARES EXCHANGE TRADED FUND TRUST	20021210	0430	20220826	20230622	497	20230622	2023-06-22 17:25:00.0	tm2319039d5_497_htm.xml	1	
0001104659-23-073847	1378872	INVESCO EXCHANGE-TRADED FUND TRUST II	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700			000000000	POWERSHARES EXCHANGE-TRADED FUND TRUST II	20070919	1031	20230228	20230622	497	20230622	2023-06-22 17:25:00.0	tm2319039d11_497_htm.xml	1	
0001104659-23-073850	1657201	INVESCO EXCHANGE-TRADED SELF-INDEXED FUND TRUST	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	US	DE	000000000	POWERSHARES EXCHANGE-TRADED SELF-INDEXED FUND TRUST	20151030	1031	20221216	20230622	497	20230622	2023-06-22 17:26:00.0	tm2319039d15_497_htm.xml	1	
0001104659-23-074316	1378872	INVESCO EXCHANGE-TRADED FUND TRUST II	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700			000000000	POWERSHARES EXCHANGE-TRADED FUND TRUST II	20070919	1031	20221216	20230623	497	20230623	2023-06-23 16:41:00.0	tm2319457d1_497_htm.xml	1	
0001104659-23-074367	1454889	SCHWAB STRATEGIC TRUST	US	CA	SAN FRANCISCO	94105	211 MAIN STREET		1-415-667-7000	US	CA	SAN FRANCISCO	94105	211 MAIN STREET		US	DE	000000000	SCHWAB STRATEGIC TRUST	20090127	1231	20230626	20230626	485BPOS	20230626	2023-06-23 17:38:00.0	tm232526-11_485bpos_htm.xml	1	
0001104659-23-074382	804239	SEI INSTITUTIONAL MANAGED TRUST	US	MA	BOSTON	02109	2 OLIVER ST		8003455734	US	PA	OAKS	19456	SEI INVESTMENTS	1 FREEDOM VALLEY DRIVE	US	MA	000000000	TRUSTFUNDS INSTITUTIONAL MANAGED TRUST	19890509	0930	20230131	20230623	497	20230626	2023-06-23 18:43:00.0	tm2319476d1_497_htm.xml	1	
0001104659-23-074816	904333	SCHWAB CAPITAL TRUST	US	CA	SAN FRANCISCO	94105	211 MAIN STREET		1-415-667-7000	US	CA	SAN FRANCISCO	94105	211 MAIN STREET		US	MA	000000000			1031	20230627	20230627	485BPOS	20230627	2023-06-26 17:35:00.0	tm2318154-1_485bpos_htm.xml	1	
0001104659-23-074818	869365	SCHWAB INVESTMENTS	US	CA	SAN FRANCISCO	94105	211 MAIN STREET		1-415-667-7000	US	CA	SAN FRANCISCO	94105	211 MAIN STREET		US	MA	000000000			0831	20230627	20230627	485BPOS	20230627	2023-06-26 17:36:00.0	tm2317809-1_485bpos_htm.xml	1	
0001104659-23-074819	1454889	SCHWAB STRATEGIC TRUST	US	CA	SAN FRANCISCO	94105	211 MAIN STREET		1-415-667-7000	US	CA	SAN FRANCISCO	94105	211 MAIN STREET		US	DE	000000000	SCHWAB STRATEGIC TRUST	20090127	1231	20230627	20230627	485BPOS	20230627	2023-06-26 17:38:00.0	tm2317816-1_485bpos_htm.xml	1	
0001104659-23-075032	356349	MFS SERIES TRUST XIII	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE	21ST FLOOR	18006372929	US	MA	BOSTON	02199	111 HUNTINGTON AVENUE	21ST FLOOR	US	MA	000000000	MFS GOVERNMENT SECURITIES FUND	19930408	0331	20230628	20230628	485BPOS	20230627	2023-06-27 08:46:00.0	tm2317486d1_485bpos_htm.xml	1	
0001104659-23-075204	909466	AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS)	US	TX	HOUSTON	77046	11 GREENWAY PLAZA	SUITE 1000	7136261919	US	TX	HOUSTON	77046	11 GREENWAY PLAZA	SUITE 1000	US	DE	766035958	AIM TAX EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS)	20100430	0228	20230628	20230628	485BPOS	20230627	2023-06-27 15:12:00.0	tm2317962d1_485bpos_htm.xml	1	
0001104659-23-075222	842790	AIM INVESTMENT SECURITIES FUNDS (INVESCO INVESTMENT SECURITIES FUNDS)	US	TX	HOUSTON	77046	11 GREENWAY PLAZA	SUITE 1000	7136261919	US	TX	HOUSTON	77046	11 GREENWAY PLAZA	SUITE 1000	US	DE	760343427	AIM INVESTMENT SECURITIES FUNDS	20000921	0228	20230628	20230628	485BPOS	20230627	2023-06-27 15:49:00.0	tm2317959-1_485bpos_htm.xml	1	
0001104659-23-075289	1418144	INVESCO ACTIVELY MANAGED EXCHANGE-TRADED FUND TRUST	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700			000000000	POWERSHARES ACTIVELY MANAGED EXCHANGE-TRADED FUND TRUST	20071109	1031	20221130	20230626	497	20230627	2023-06-27 16:35:00.0	tm2319604d1_497_htm.xml	1	
0001104659-23-075291	1418144	INVESCO ACTIVELY MANAGED EXCHANGE-TRADED FUND TRUST	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700			000000000	POWERSHARES ACTIVELY MANAGED EXCHANGE-TRADED FUND TRUST	20071109	1031	20230228	20230626	497	20230627	2023-06-27 16:37:00.0	tm2319610d1_497_htm.xml	1	
0001104659-23-075348	1627853	SEI CATHOLIC VALUES TRUST	US	PA	OAKS	19456	ONE FREEDOM VALLEY DRIVE		610-676-1000	US	PA	OAKS	19456	ONE FREEDOM VALLEY DRIVE		US	DE	000000000			0228	20230630	20230630	485BPOS	20230627	2023-06-27 17:29:00.0	tm2314428d1_485bpos_htm.xml	1	
0001104659-23-075883	1688680	BRINKER CAPITAL DESTINATIONS TRUST	US	PA	BERWYN	19312	1055 WESTLAKES DRIVE, SUITE 250		(610) 407-8348	US	PA	BERWYN	19312	1055 WESTLAKES DRIVE, SUITE 250		US	DE	816867493			0228	20230701	20230701	485BPOS	20230628	2023-06-28 17:14:00.0	tm2319807d1_485bpos_htm.xml	1	
0001104659-23-076296	826644	AIM INVESTMENT FUNDS (INVESCO INVESTMENT FUNDS)	US	TX	HOUSTON	77046	11 GREENWAY PLAZA	SUITE 1000	7136261919	US	TX	HOUSTON	77046	11 GREENWAY PLAZA	SUITE 1000			000000000	AIM INVESTMENT FUNDS	19980529	1031	20230228	20230629	497	20230629	2023-06-29 16:02:00.0	tm2319820d1_497_htm.xml	1	
0001104659-23-076404	832545	LAUDUS TRUST	US	CA	SAN FRANCISCO	94105	211 MAIN STREET		1-415-667-7000	US	CA	SAN FRANCISCO	94105	211 MAIN STREET		US	MA	680163788	BARR ROSENBERG SERIES TRUST	19961003	0331	20230605	20230630	497	20230630	2023-06-29 17:37:00.0	tm2317101-9_497_htm.xml	1	
0001104659-23-076870	741375	MORGAN STANLEY INSTITUTIONAL FUND TRUST	US	NY	NEW YORK	10036	522 FIFTH AVENUE		800-548-7786	US	NY	NEW YORK	10036	522 FIFTH AVENUE		US	PA	000000000	MAS FUNDS /MA/	19960724	0930	20230127	20230630	497	20230630	2023-06-30 12:19:00.0	tm2320052d1_497_htm.xml	1	
0001104659-23-077012	1520738	BROOKFIELD INVESTMENT FUNDS	US	NY	NEW YORK	10281-1023	BROOKFIELD PLACE	250 VESEY STREET, 15TH FLOOR	212-549-8400	US	NY	NEW YORK	10281-1023	BROOKFIELD PLACE	250 VESEY STREET, 15TH FLOOR	US	NY	611652095	BROOKFIELD INVESTMENT MANAGEMENT INC.	20130429	1231	20230130	20230628	497	20230630	2023-06-30 15:07:00.0	tm2319850-1_497_htm.xml	1	
0001104659-23-077027	916053	MASSMUTUAL SELECT FUNDS	US	MA	SPRINGFIELD	01111	1295 STATE STREET		413-744-1000	US	MA	SPRINGFIELD	01111	1295 STATE STREET		US	MA	000000000	MASSMUTUAL INSTITUTIONAL FUNDS	19931213	0930	20230201	20230701	497	20230630	2023-06-30 15:28:00.0	tm2319738-1_497_htm.xml	1	
