tag	version	custom	abstract	datatype	iord	tlabel	doc
ExpenseExampleNarrativeTextBlock	rr/2023	0	0	textBlock	D	Expense Example Narrative [Text Block]	The Example is intended to help you compare the cost of investing in the Fund with the cost of investing in other mutual funds.
PerformanceTableUsesHighestFederalRate	rr/2022	0	0	string	D	Performance Table Uses Highest Federal Rate	Provide a brief explanation that after-tax returns are calculated using the historical highest individual federal marginal income tax rates and do not reflect the impact of state and local taxes.
PerformanceAvailabilityPhone	rr/2021	0	0	string	D	Performance Availability Phone [Text]	If applicable, include a statement explaining that updated performance information is available and providing a Web site address and/or toll-free (or collect) telephone number where the updated information may be obtained.
AverageAnnualReturnSinceInception	rr/2021	0	0	pure	D	Since Inception	Return Before Taxes.
HighestAnnualCostDollars	vip/2023	0	0	nonNegativeMonetary	D	Highest Annual Cost [Dollars]	
BarChartFootnotesTextBlock	rr/2022	0	0	textBlock	D	Bar Chart Footnotes [Text Block]	Multiple Class Funds.
PortfolioCompaniesN6TextBlock	vip/2023	0	0	textBlock	D	Item 18. Portfolio Companies (N-6) [Text Block]	
PremiumTaxesOfPremiumPaymentsCurrentPercent	vip/2022q2	0	0	percent	D	Premium Taxes (of Premium Payments), Current [Percent]	
AnnuitizeExampleTableTextBlock	vip/2022q2	0	0	textBlock	D	Annuitize Example [Table Text Block]	
BarChartHighestQuarterlyReturnDate	rr/2021	0	0	date	D	Highest Quarterly Return, Date	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart.
AverageAnnualReturnCaption	rr/2022	0	0	string	D	Average Annual Return, Caption	This item represents Average Annual Total Returns. If a Multiple Class Fund offers a Class in the prospectus that converts into another Class after a stated period, compute average annual total returns in the table by using the returns of the other Class for the period after conversion.
MortalityAndExpenseRiskFeesOfFaceAmountCurrentPercent	vip/2023	0	0	percent	D	Mortality And Expense Risk Fees (of Face Amount), Current [Percent]	
ExpenseExampleClosingTextBlock	rr/2023	0	0	textBlock	D	Expense Example Closing [Text Block]	The Example does not reflect sales charges (loads) on reinvested dividends [and other distributions]. If these sales charges (loads) were included, your costs would be higher.
CurrentExpensesPercent	vip/2022q2	0	0	percent	D	Current Expenses [Percent]	
AnnualReturn2020	vip/2023	0	0	percent	D	Annual Return, 2020 [Percent]	
SurrenderExpense1YearMinimumDollars	vip/2023	0	0	nonNegativeMonetary	D	Surrender Expense, 1 Year, Minimum [Dollars]	
AdministrativeExpenseCurrentDollars	vip/2023	0	0	nonNegativeMonetary	D	Administrative Expense, Current [Dollars]	
LowestHighestQuarterlyReturnsN3TableTextBlock	vip/2022q2	0	0	textBlock	D	Lowest and Highest Quarterly Returns (N-3) [Table Text Block]	
FeeWaiverOrReimbursementOverAssetsLaterOfTerminationOrNextEffectiveProspectus	0001623632-23-000513	1	0	string	D	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus
MoneyMarketSevenDayYield	rr/2023	0	0	pure	D	Money Market Seven Day Yield	Calculate a Money Market Fund's 7-day yield under Item 21(a); the Fund's average annual total return under Item 21(b)(1); and the Fund's average annual total return (after taxes on distributions) and average annual total return (after taxes on distributions and redemption) under Items 21(b)(2) and (3), respectively.
PortfolioCompanyAdviserTextBlock	vip/2023	0	0	textBlock	D	Portfolio Company Adviser [Text Block]	
GuaranteedMinimumIncomeTextBlock	vip/2022q2	0	0	textBlock	D	Guaranteed Minimum Income [Text Block]	
InvestmentOptionNameN3TextBlock	vip/2022q2	0	0	textBlock	D	Investment Option Name (N-3) [Text Block]	
AnnualReturn2015	rr/2023	0	0	pure	D	Annual Return 2015	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart. When a Multiple Class Fund offers more than one Class in the prospectus, provide annual total returns in the bar chart for only one of those Classes. The Fund can select which Class to include (e.g., the oldest Class, the Class with the greatest net assets).
ExpenseExampleNoRedemptionYear01	rr/2021	0	0	NonNegativeMonetaryT	D	Expense Example, No Redemption, 1 Year	You would pay the following expenses if you did not redeem your shares. Include the second 1-, 3-, 5-, and 10-year periods and related narrative explanation only if a sales charge (load) or other fee is charged upon redemption.
SalesLoadOfPremiumPaymentsCurrentPercent	vip/2022q2	0	0	percent	D	Sales Load (of Premium Payments), Current [Percent]	
BaseContractExpenseOfOtherAmountMaximumPercent	vip/2022q2	0	0	percent	D	Base Contract Expense (of Other Amount), Maximum [Percent]	
AnnualReturn2014	vip/2022q2	0	0	percent	D	Annual Return, 2014 [Percent]	
EntityRegistrantName	dei/2022	0	0	normalizedString	D	Entity Registrant Name	The exact name of the entity filing the report as specified in its charter, which is required by forms filed with the SEC.
ExpenseExampleNoRedemptionTableTextBlock	rr/2023	0	0	textBlock	D	Expense Example, No Redemption [Table]	Contains a command for the SEC Viewer for the role corresponding to ExpenseExampleNoRedemption.
PerformanceOneYearOrLess	rr/2021	0	0	string	D	Performance One Year or Less [Text]	For a Fund that provides annual total returns for only one calendar year or for a Fund that does not include the bar chart because it does not have annual returns for a full calendar year, modify, as appropriate, the narrative explanation required by stating that the information gives some indication of the risks of an investment in the Fund by comparing the Fund's performance with a broad measure of market performance). Provide a brief explanation of how the information illustrates the variability of the Fund's returns (e.g., by stating that the information provides some indication of the risks of investing in the Fund by showing changes in the Fund's performance from year to year and by showing how the Fund's average annual returns for 1, 5, and 10 years compare with those of a broad measure of market performance). Provide a statement to the effect that the Fund's past performance (before and after taxes) is not necessarily an indication of how the Fund will perform in the future.
AnnuitizedExpense10YearsMaximumDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Annuitized Expense, 10 Years, Maximum [Dollars]	
ExpenseBreakpointMinimumInvestmentRequiredAmount	rr/2021	0	0	monetary	D	Expense Breakpoint, Minimum Investment Required [Amount]	This element represents the minimum level of investment required to qualify for discounted sales charges or fund expenses (SEC Form N-1A 2006-09-14 A.3.instructions.1.b).
ExpenseExampleNoRedemptionYear05	rr/2022	0	0	NonNegativeMonetaryT	D	Expense Example, No Redemption, 5 Years	You would pay the following expenses if you did not redeem your shares. Include the second 1-, 3-, 5-, and 10-year periods and related narrative explanation only if a sales charge (load) or other fee is charged upon redemption.
AnnualReturn2012	rr/2022	0	0	pure	D	Annual Return 2012	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart. When a Multiple Class Fund offers more than one Class in the prospectus, provide annual total returns in the bar chart for only one of those Classes. The Fund can select which Class to include (e.g., the oldest Class, the Class with the greatest net assets).
TradingSymbol	dei/2023	0	0	tradingSymbol	D	Trading Symbol	Trading symbol of an instrument as listed on an exchange.
LowestQuarterlyReturnLabel	rr/2023	0	0	string	D	Lowest Quarterly Return, Label	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart.
